File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample life stage	Biosample sex	Biosample organism	Biosample treatments	Biosample subcellular fraction term name	Biosample phase	Biosample synchronization stage	Experiment target	Antibody accession	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biosample Age	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF001RZE	bam	alignments	ENCSR000AEE	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200		1	1						ENCFF001RDA, ENCFF001RDI	9501518766	Thomas Gingeras, CSHL	bb8f8870aef655b0010cd3fd72baff64	https://www.encodeproject.org/files/ENCFF001RZE/@@download/ENCFF001RZE.bam	hg19			released				
ENCFF001RZF	bam	alignments	ENCSR000AEE	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200		2	1						ENCFF001RCZ, ENCFF001RDH	10573088409	Thomas Gingeras, CSHL	774912c3422614a8a76073eb2f5c80bb	https://www.encodeproject.org/files/ENCFF001RZF/@@download/ENCFF001RZF.bam	hg19			released				
ENCFF001SCZ	bam	alignments	ENCSR000AEE	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200		2	1						ENCFF001RCZ, ENCFF001RDH	10565944042	Barbara Wold, Caltech	e4eb17d5dc147a0c297af5983a308d63	https://www.encodeproject.org/files/ENCFF001SCZ/@@download/ENCFF001SCZ.bam	hg19			released				
ENCFF001SCR	bam	alignments	ENCSR000AEE	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200		1	1						ENCFF001RDA, ENCFF001RDI	9559939677	Barbara Wold, Caltech	9a32a0d18458562e083ff43f70da222b	https://www.encodeproject.org/files/ENCFF001SCR/@@download/ENCFF001SCR.bam	hg19			released				
ENCFF697FDQ	bam	alignments	ENCSR000AEE	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200		1	1						ENCFF001RDA, ENCFF001RDI, ENCFF700TXC	9595299982	ENCODE Processing Pipeline	20a92faa47c2132d81687f239bbf9111	https://www.encodeproject.org/files/ENCFF697FDQ/@@download/ENCFF697FDQ.bam	hg19			released				
ENCFF865GFG	bam	alignments	ENCSR000AEE	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200		2	1						ENCFF001RCZ, ENCFF001RDH, ENCFF700TXC	10663041411	ENCODE Processing Pipeline	ca6ef21ab981398d4e99ce69e5887475	https://www.encodeproject.org/files/ENCFF865GFG/@@download/ENCFF865GFG.bam	hg19			released				
ENCFF439LIW	bam	alignments	ENCSR000AEE	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200		1	1						ENCFF001RDA, ENCFF001RDI, ENCFF839KAI	11689619221	ENCODE Processing Pipeline	44ad1235f050a2fad1eafb4d1854e300	https://www.encodeproject.org/files/ENCFF439LIW/@@download/ENCFF439LIW.bam	hg19			released				
ENCFF564GKK	bam	transcriptome alignments	ENCSR000AEE	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200		1	1						ENCFF001RDA, ENCFF001RDI, ENCFF839KAI	10246191409	ENCODE Processing Pipeline	842462f520753fc108380455ac811e88	https://www.encodeproject.org/files/ENCFF564GKK/@@download/ENCFF564GKK.bam	hg19			released				
ENCFF898DZV	bam	alignments	ENCSR000AEE	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200		2	1						ENCFF001RCZ, ENCFF001RDH, ENCFF839KAI	13039955683	ENCODE Processing Pipeline	fe50529261a7cf200f77125b3592aa92	https://www.encodeproject.org/files/ENCFF898DZV/@@download/ENCFF898DZV.bam	hg19			released				
ENCFF842TJL	bam	transcriptome alignments	ENCSR000AEE	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200		2	1						ENCFF001RCZ, ENCFF001RDH, ENCFF839KAI	11892964448	ENCODE Processing Pipeline	0bf9ae8d2fb34172eea72507fc9d9d6f	https://www.encodeproject.org/files/ENCFF842TJL/@@download/ENCFF842TJL.bam	hg19			released				
ENCFF893HSY	bam	alignments	ENCSR000AEE	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200		1	1						ENCFF001RDA, ENCFF001RDI, ENCFF742NER	13842721620	ENCODE Processing Pipeline	d6465c268282efc7ba9bca868043436b	https://www.encodeproject.org/files/ENCFF893HSY/@@download/ENCFF893HSY.bam	GRCh38			released				
ENCFF870FQP	bam	transcriptome alignments	ENCSR000AEE	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200		1	1						ENCFF001RDA, ENCFF001RDI, ENCFF742NER	10219827288	ENCODE Processing Pipeline	2fab212f627bd518bf0777223b665239	https://www.encodeproject.org/files/ENCFF870FQP/@@download/ENCFF870FQP.bam	GRCh38			released				
ENCFF377UIC	bam	alignments	ENCSR000AEE	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200		2	1						ENCFF001RCZ, ENCFF001RDH, ENCFF742NER	14664354329	ENCODE Processing Pipeline	25f48668422351f8e3a71fd22cf305aa	https://www.encodeproject.org/files/ENCFF377UIC/@@download/ENCFF377UIC.bam	GRCh38			released				
ENCFF106KER	bam	transcriptome alignments	ENCSR000AEE	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							RNA	rRNA	Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200		2	1						ENCFF001RCZ, ENCFF001RDH, ENCFF742NER	11834462585	ENCODE Processing Pipeline	af47195ffe81ff8f9b8db2e6f515df67	https://www.encodeproject.org/files/ENCFF106KER/@@download/ENCFF106KER.bam	GRCh38			released				
ENCFF000OFT	bam	alignments	ENCSR000BGS	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					TAF1-human	ENCAB000ALM	DNA		see document	see document		2011-07-18	ENCODE		see document			1	1							1113241566	Richard Myers, HAIB	3abdba81426ae52373a6c75b95339d59	https://www.encodeproject.org/files/ENCFF000OFT/@@download/ENCFF000OFT.bam	hg19			released		biological replicates with identical biosample		
ENCFF000OFW	bam	alignments	ENCSR000BGS	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					TAF1-human	ENCAB000ALM	DNA		see document	see document		2011-07-18	ENCODE		see document			2	1							1284608236	Richard Myers, HAIB	52cdb4c4f095cfeb6e9d63502c07b590	https://www.encodeproject.org/files/ENCFF000OFW/@@download/ENCFF000OFW.bam	hg19			released		biological replicates with identical biosample		
ENCFF000ODH	bam	alignments	ENCSR000BMS	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					Control-human		DNA		see document	see document		2011-07-18	ENCODE		see document			1	1							917881678	Richard Myers, HAIB	d57a5e7e813b645b627140998e41fb29	https://www.encodeproject.org/files/ENCFF000ODH/@@download/ENCFF000ODH.bam	hg19			released				
ENCFF000OFD	bam	alignments	ENCSR000BMI	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					SRF-human	ENCAB000ALE	DNA		see document	see document		2011-07-18	ENCODE		see document			1	1							772696043	Richard Myers, HAIB	7a783a67ed7aea4391c5140cec7feafb	https://www.encodeproject.org/files/ENCFF000OFD/@@download/ENCFF000OFD.bam	hg19			released		biological replicates with identical biosample		
ENCFF000OFG	bam	alignments	ENCSR000BMI	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					SRF-human	ENCAB000ALE	DNA		see document	see document		2011-07-18	ENCODE		see document			2	1							1056207172	Richard Myers, HAIB	0cfa41458350658b99695d66e74f9ba3	https://www.encodeproject.org/files/ENCFF000OFG/@@download/ENCFF000OFG.bam	hg19			released		biological replicates with identical biosample		
ENCFF000VYR	bam	alignments	ENCSR000DZI	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					MXI1-human	ENCAB000AIT	DNA					2011-10-29	ENCODE			150-350		1	1							442582835	Michael Snyder, Stanford	8c17c80a378815ea05c0a73de69df08f	https://www.encodeproject.org/files/ENCFF000VYR/@@download/ENCFF000VYR.bam	hg19			released				
ENCFF000VYY	bam	alignments	ENCSR000DZI	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					MXI1-human	ENCAB000AIT	DNA					2011-10-29	ENCODE			150-350		2	1							676608455	Michael Snyder, Stanford	214cf1a9dfced6421b60c56334e5e5f9	https://www.encodeproject.org/files/ENCFF000VYY/@@download/ENCFF000VYY.bam	hg19			released				
ENCFF000WED	bam	alignments	ENCSR000DYT	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					SREBF2-human	ENCAB000ALD	DNA		see document	see document		2012-08-20	ENCODE		see document			1	1							626597520	Michael Snyder, Stanford	3c7410fe041036a5e742cc0c32672130	https://www.encodeproject.org/files/ENCFF000WED/@@download/ENCFF000WED.bam	hg19			released		biological replicates with identical biosample		
ENCFF000WEK	bam	alignments	ENCSR000DYT	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					SREBF2-human	ENCAB000ALD	DNA		see document	see document		2012-08-20	ENCODE		see document			2	1							645656265	Michael Snyder, Stanford	73f69cb6e51c65942ad24245a415477d	https://www.encodeproject.org/files/ENCFF000WEK/@@download/ENCFF000WEK.bam	hg19			released		biological replicates with identical biosample		
ENCFF000NUS	bam	alignments	ENCSR000BMQ	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					EGR1-human	ENCAB000ASX	DNA		see document	see document		2011-07-18	ENCODE		see document			1	1							838701457	Richard Myers, HAIB	79ee63412f748581eb941a24bae3f75c	https://www.encodeproject.org/files/ENCFF000NUS/@@download/ENCFF000NUS.bam	hg19			released		biological replicates with identical biosample		
ENCFF000NUT	bam	alignments	ENCSR000BMQ	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					EGR1-human	ENCAB000ASX	DNA		see document	see document		2011-07-18	ENCODE		see document			2	1							1074558048	Richard Myers, HAIB	8502cab2a9a188766f7d8e0a46313696	https://www.encodeproject.org/files/ENCFF000NUT/@@download/ENCFF000NUT.bam	hg19			released		biological replicates with identical biosample		
ENCFF001GNZ	bam	alignments	ENCSR257NBQ	Repli-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens			S4				DNA		see document	see document		2012-02-14	ENCODE		see document			1	1						ENCFF001GOO	61511096	John Stamatoyannopoulos, UW	f4bc33d1d4b2561444840478135dc9b1	https://www.encodeproject.org/files/ENCFF001GNZ/@@download/ENCFF001GNZ.bam	hg19			released				
ENCFF000RQP	bam	alignments	ENCSR000DLD	ChIP-seq	EFO:0002788	GM19238	immortalized cell line	unknown	female	Homo sapiens					CTCF-human	ENCAB000AXY	DNA		see document	see document		2011-03-17	ENCODE		see document			1	1							636098212	Vishwanath Iyer, UTA	261bc5471368995fa812d11ad10cdb00	https://www.encodeproject.org/files/ENCFF000RQP/@@download/ENCFF000RQP.bam	hg19			released		biological replicates with identical biosample	missing possible_controls	
ENCFF000RQQ	bam	alignments	ENCSR000DLD	ChIP-seq	EFO:0002788	GM19238	immortalized cell line	unknown	female	Homo sapiens					CTCF-human	ENCAB000AXY	DNA		see document	see document		2011-03-17	ENCODE		see document			2	1							623895605	Vishwanath Iyer, UTA	d39f5a80b0557ea8cf7c534adcfb6edf	https://www.encodeproject.org/files/ENCFF000RQQ/@@download/ENCFF000RQQ.bam	hg19			released		biological replicates with identical biosample	missing possible_controls	
ENCFF000WCZ	bam	alignments	ENCSR000DYX	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					SIN3A-human	ENCAB000AKR	DNA		see document	see document		2012-05-14	ENCODE		see document			1	1							501361292	Michael Snyder, Stanford	0b54e0bcb68446a33b6ed31fecf7c045	https://www.encodeproject.org/files/ENCFF000WCZ/@@download/ENCFF000WCZ.bam	hg19			released		biological replicates with identical biosample		
ENCFF000WDA	bam	alignments	ENCSR000DYX	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					SIN3A-human	ENCAB000AKR	DNA		see document	see document		2012-05-14	ENCODE		see document			2	1							610604228	Michael Snyder, Stanford	37316deaf6d0948b64f1281654bccc1c	https://www.encodeproject.org/files/ENCFF000WDA/@@download/ENCFF000WDA.bam	hg19			released		biological replicates with identical biosample		
ENCFF000OCL	bam	alignments	ENCSR000BGH	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					Control-human		DNA		see document	see document		2011-07-18	ENCODE		see document			2	1							1425895292	Richard Myers, HAIB	55b003604e07c2166bae4e81c48bbddd	https://www.encodeproject.org/files/ENCFF000OCL/@@download/ENCFF000OCL.bam	hg19			released		biological replicates with identical biosample		
ENCFF000OCM	bam	alignments	ENCSR000BGH	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					Control-human		DNA		see document	see document		2011-07-18	ENCODE		see document			3	1							1463902292	Richard Myers, HAIB	8f95095b58bd99c619f35ddfac54c350	https://www.encodeproject.org/files/ENCFF000OCM/@@download/ENCFF000OCM.bam	hg19			released		biological replicates with identical biosample		
ENCFF000OCN	bam	alignments	ENCSR000BGH	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					Control-human		DNA		see document	see document		2011-07-18	ENCODE		see document			1	1							4027034812	Richard Myers, HAIB	7afb94dd451be6e3b504f17bb6c483fd	https://www.encodeproject.org/files/ENCFF000OCN/@@download/ENCFF000OCN.bam	hg19			released		biological replicates with identical biosample		
ENCFF000OCQ	bam	alignments	ENCSR000BGH	ChIP-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens					Control-human		DNA		see document	see document		2011-07-18	ENCODE		see document			2	1							2257293860	Richard Myers, HAIB	e8ec739e5369d94f165dabf2e0c0ec23	https://www.encodeproject.org/files/ENCFF000OCQ/@@download/ENCFF000OCQ.bam	hg19			released		biological replicates with identical biosample		
ENCFF001RWI	bam	alignments	ENCSR000AEF	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200		2	1						ENCFF001RCX, ENCFF001RDF	21917248331	Brenton Graveley, UConn	51644fb796b65bf725a99736d2a07e30	https://www.encodeproject.org/files/ENCFF001RWI/@@download/ENCFF001RWI.bam	hg19	HiSeq 2000		released				
ENCFF001RWH	bam	alignments	ENCSR000AEF	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200		1	1						ENCFF001RCY, ENCFF001RDG	8750662722	Brenton Graveley, UConn	25811b1e6d7fc37d72d4c1c7e8308cd2	https://www.encodeproject.org/files/ENCFF001RWH/@@download/ENCFF001RWH.bam	hg19	HiSeq 2000		released				
ENCFF001RZJ	bam	alignments	ENCSR000AEF	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200		2	1						ENCFF001RCX, ENCFF001RDF	21428574832	Thomas Gingeras, CSHL	9ee3e837d9ed75adeef26a65ea34830f	https://www.encodeproject.org/files/ENCFF001RZJ/@@download/ENCFF001RZJ.bam	hg19			released				
ENCFF001SAU	bam	alignments	ENCSR000AEF	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200		1	1						ENCFF001RCY, ENCFF001RDG	8554435451	Thomas Gingeras, CSHL	be4ce35b82d594f5971d71d1625f2d69	https://www.encodeproject.org/files/ENCFF001SAU/@@download/ENCFF001SAU.bam	hg19			released				
ENCFF001SDJ	bam	alignments	ENCSR000AEF	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200		2	1						ENCFF001RCX, ENCFF001RDF	21834018144	Barbara Wold, Caltech	9eb890e855aee747d49cfa02a2632a30	https://www.encodeproject.org/files/ENCFF001SDJ/@@download/ENCFF001SDJ.bam	hg19			released				
ENCFF001SDA	bam	alignments	ENCSR000AEF	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200		1	1						ENCFF001RCY, ENCFF001RDG	8713173064	Barbara Wold, Caltech	bd924fe222727d597b89d2c4e2f64021	https://www.encodeproject.org/files/ENCFF001SDA/@@download/ENCFF001SDA.bam	hg19			released				
ENCFF779OTU	bam	alignments	ENCSR000AEF	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200		1	1						ENCFF001RCY, ENCFF001RDG, ENCFF700TXC	8693227469	ENCODE Processing Pipeline	f6237321d19bf0369e766d6a64455462	https://www.encodeproject.org/files/ENCFF779OTU/@@download/ENCFF779OTU.bam	hg19			released				
ENCFF786EVL	bam	alignments	ENCSR000AEF	RNA-seq	EFO:0002784	GM12878	immortalized cell line	adult	female	Homo sapiens							polyadenylated mRNA		Trizol (LifeTech cat#: 15596-018)	Trizol (LifeTech cat#: 15596-018)		2014-06-30	ENCODE		chemical (Illumina TruSeq)	>200		2	1						ENCFF001RCX, ENCFF001RDF, ENCFF700TXC	21843643256	ENCODE Processing Pipeline	e73003f3d46c45e28401e3a5189bc60f	https://www.encodeproject.org/files/ENCFF786EVL/@@download/ENCFF786EVL.bam	hg19			released				
